date,portcalls,import,export
2025-08-05,13,216283,114591
2025-08-06,6,197074,43004
2025-08-07,9,172546,41398
2025-08-08,4,202453,7934
2025-08-09,5,95017,18351
2025-08-10,5,31405,25050
2025-08-11,9,37061,24783
2025-08-12,6,45766,24897
2025-08-13,6,19565,31005
2025-08-14,3,3278,108100
2025-08-15,5,76456,33740
2025-08-16,1,3278,6195
2025-08-17,6,21351,17706
2025-08-18,9,70700,40755
2025-08-19,7,17668,43689
2025-08-20,7,110018,3343
2025-08-21,6,9835,37118
2025-08-22,7,120012,31704
2025-08-23,7,63716,45749
2025-08-24,3,0,20937
2025-08-25,2,16014,2913
2025-08-26,8,53751,46891
2025-08-27,3,5950,6195
2025-08-28,11,148357,38120
2025-08-29,11,130622,24783
2025-08-30,3,97177,8205
2025-08-31,5,25000,41147
2025-09-01,5,88555,28879
2025-09-02,9,111092,60873
2025-09-03,3,18809,14321
2025-09-04,3,56325,10903
2025-09-05,3,6557,12391
2025-09-06,4,53887,34494
2025-09-07,4,43335,19362
2025-09-08,5,116261,15781
2025-09-09,7,130596,15613
2025-09-10,11,144156,56973
2025-09-11,5,21937,36871
2025-09-12,7,60527,31671
2025-09-13,2,905,11251
2025-09-14,5,11111,23298
2025-09-15,5,177198,18587
2025-09-16,8,296030,39692
2025-09-17,7,121595,24783
2025-09-18,5,78357,20597
2025-09-19,9,129015,37330
2025-09-20,2,45499,6195
2025-09-21,7,116467,39629
2025-09-22,7,69597,28290
2025-09-23,7,96758,94394
2025-09-24,6,65485,51106
2025-09-25,3,7253,12391
2025-09-26,4,173269,12991
2025-09-27,9,149766,27780
2025-09-28,7,10258,29411
2025-09-29,7,127433,42320
2025-09-30,5,13114,24783
2025-10-01,4,81329,2270
2025-10-02,6,14256,57981
2025-10-03,4,33054,18829
2025-10-04,6,175999,24626
2025-10-05,6,17742,8805
2025-10-06,3,43415,19279
2025-10-07,5,148588,12607
2025-10-08,7,243458,18587
2025-10-09,3,60438,15290
2025-10-10,8,101434,59932
2025-10-11,6,27177,38175
2025-10-12,3,15410,6549
2025-10-13,5,63198,24783
2025-10-14,11,106378,46248
2025-10-15,3,21366,6195
2025-10-16,6,233470,10903
2025-10-17,6,86245,21117
2025-10-18,5,53912,24783
2025-10-19,6,139385,2913
2025-10-20,8,31408,34917
2025-10-21,8,151520,32560
2025-10-22,2,7832,10903
2025-10-23,6,52391,22088
2025-10-24,5,19111,18088
2025-10-25,5,68264,23494
2025-10-26,5,23641,19891
2025-10-27,3,64561,6195
2025-10-28,7,96921,23546
2025-10-29,6,82538,19187
2025-10-30,3,22057,6195
2025-10-31,10,32635,57188
2025-11-01,5,7336,21456
2025-11-02,6,74044,19351
2025-11-03,5,88919,24783
2025-11-04,11,166225,43970
2025-11-05,4,8167,21893
2025-11-06,2,60438,12234
2025-11-07,4,57562,12410
2025-11-08,7,166727,27172
2025-11-09,5,85612,22021
2025-11-10,12,83220,10715
2025-11-11,11,195896,72337
2025-11-12,10,150327,63652
2025-11-13,6,60129,10867
2025-11-14,16,243144,28140
2025-11-15,7,51426,25256
2025-11-16,9,227050,30866
2025-11-17,9,142045,61784
2025-11-18,9,71577,116901
2025-11-19,13,240131,49314
2025-11-20,9,26081,103105
2025-11-21,12,283121,60243
2025-11-22,11,77827,34637
2025-11-23,6,36070,27265
2025-11-24,17,179871,104255
2025-11-25,10,63214,52681
2025-11-26,12,75836,72130
2025-11-27,16,109291,74551
2025-11-28,10,297172,17409
2025-11-29,5,44582,13708
2025-11-30,4,22041,14474
2025-12-01,17,54919,56002
2025-12-02,12,94934,75286
2025-12-03,4,35393,18587
2025-12-04,6,117915,26047
2025-12-05,3,22407,0
2025-12-06,18,156787,100826
2025-12-07,11,157316,43169
2025-12-08,1,6995,0
2025-12-09,1,57159,6038
2025-12-10,0,0,0
2025-12-11,3,3885,15240
2025-12-12,3,69804,6195
2025-12-13,2,94306,0
2025-12-14,5,24571,12431
2025-12-15,16,244868,146283
2025-12-16,14,167069,58804
2025-12-17,9,65192,50067
2025-12-18,10,138905,74264
2025-12-19,6,60890,42949
2025-12-20,7,180551,12311
2025-12-21,7,26027,58375
2025-12-22,8,84871,54655
2025-12-23,8,85842,23773
2025-12-24,8,11688,78998
2025-12-25,8,90756,59554
2025-12-26,7,54201,24737
2025-12-27,9,88758,38871
2025-12-28,11,102031,21023
2025-12-29,9,38354,50868
2025-12-30,5,20511,23295
2025-12-31,7,192574,19279
2026-01-01,6,65676,6195
2026-01-02,8,261000,30597
2026-01-03,13,104848,57441
2026-01-04,13,312084,69356
2026-01-05,9,72402,41501
2026-01-06,12,414101,57013
2026-01-07,5,69425,8125
2026-01-08,5,16944,21807
2026-01-09,5,14390,23295
2026-01-10,4,12695,10108
2026-01-11,7,30399,45732
2026-01-12,10,76154,64629
2026-01-13,6,76312,18838
2026-01-14,14,111860,118298
2026-01-15,5,11111,53936
2026-01-16,4,6557,31307
2026-01-17,5,7832,38045
2026-01-18,5,25367,20398
2026-01-19,13,374712,29276
2026-01-20,4,37780,18264
2026-01-21,8,131371,32683
2026-01-22,7,74967,53214
2026-01-23,6,68546,42019
2026-01-24,9,89385,79101
2026-01-25,3,4554,12865
2026-01-26,4,13913,17099
2026-01-27,14,137393,45901
2026-01-28,9,50123,34289
2026-01-29,3,64065,12391
2026-01-30,7,59524,51187
2026-01-31,6,75627,23652
2026-02-01,4,90901,12391
2026-02-02,7,259025,30507
2026-02-03,11,53430,66878
2026-02-04,7,60132,46355
2026-02-05,7,15089,16269
2026-02-06,1,50770,0
2026-02-07,9,130710,24996
2026-02-08,3,7832,14319
2026-02-09,4,35404,23229
2026-02-10,6,14390,73723
2026-02-11,7,254755,31519
2026-02-12,10,210029,35515
2026-02-13,4,9685,26924
2026-02-14,3,82808,5545
2026-02-15,4,7832,13899
2026-02-16,8,65569,57486
2026-02-17,2,6557,12391
2026-02-18,9,119256,49679
2026-02-19,4,6557,21163
2026-02-20,3,42416,12642
2026-02-21,4,52824,12391
2026-02-22,10,160003,50090
2026-02-23,6,77998,53562
2026-02-24,6,35500,33258
2026-02-25,7,170806,14417
2026-02-26,9,57282,24408
2026-02-27,5,9835,42704
2026-02-28,4,14103,17481
2026-03-01,3,158244,6195
2026-03-02,6,56499,34254
2026-03-03,5,79516,26188
2026-03-04,4,84806,17099
2026-03-05,4,48547,16383
2026-03-06,4,18809,19578
2026-03-07,1,3278,6195
2026-03-08,5,38147,18587
2026-03-09,3,8556,10903
2026-03-10,3,6557,17601
2026-03-11,5,102048,19030
2026-03-12,6,55602,30183
2026-03-13,4,6752,29770
2026-03-14,2,55833,1738
2026-03-15,3,120276,6195
2026-03-16,5,78423,20533
2026-03-17,4,22087,20517
2026-03-18,3,4644,7013
2026-03-19,6,212318,15304
2026-03-20,6,27918,23737
2026-03-21,4,19513,18429
2026-03-22,7,91719,24783
2026-03-23,5,14390,23295
2026-03-24,6,62169,18587
2026-03-25,5,122575,39509
2026-03-26,3,163935,15467
2026-03-27,8,157575,26365
2026-03-28,5,13114,70906
2026-03-29,4,71791,20470
2026-03-30,4,51420,18587
2026-03-31,3,3278,37416
2026-04-01,6,62290,29943
2026-04-02,5,80556,21209
2026-04-03,7,101736,23295
2026-04-04,7,52332,40864
2026-04-05,8,246822,36113
2026-04-06,7,95040,26051
2026-04-07,7,40073,35687
2026-04-08,9,338681,31671
2026-04-09,1,12252,1930
2026-04-10,4,63716,26281
2026-04-11,8,81743,36786
2026-04-12,5,11688,30536
2026-04-13,4,18395,7694
2026-04-14,12,72444,64478
2026-04-15,10,487568,33993
2026-04-16,6,35584,21107
2026-04-17,4,9215,29589
2026-04-18,5,61921,25933
2026-04-19,8,68020,26640
2026-04-20,4,50924,20493
2026-04-21,9,58559,80231
2026-04-22,7,189733,5495
2026-04-23,15,121741,70368
2026-04-24,14,253288,41815
2026-04-25,10,96007,61995
2026-04-26,13,163783,74129
2026-04-27,11,57490,102898
2026-04-28,13,136494,85383
2026-04-29,13,259364,45036
2026-04-30,9,101715,34205
2026-05-01,11,104026,86137
2026-05-02,13,151702,53108
2026-05-03,7,136649,61600
2026-05-04,12,95617,44430
2026-05-05,12,85508,41699
2026-05-06,9,93467,25965
2026-05-07,12,181370,36652
2026-05-08,6,112815,11181
2026-05-09,13,112431,69604
2026-05-10,10,355135,42218
2026-05-11,8,92110,20110
2026-05-12,12,300552,104502
2026-05-13,10,33363,142685
2026-05-14,10,71731,55332
2026-05-15,6,33574,32343
2026-05-16,12,235759,45126
2026-05-17,15,169966,57819
2026-05-18,9,214930,42725
2026-05-19,14,274930,42300
2026-05-20,10,48003,17226
2026-05-21,13,163964,50227
2026-05-22,8,10554,28018
2026-05-23,13,101683,136642
2026-05-24,12,119345,56449
2026-05-25,10,166602,81886
2026-05-26,11,84957,117392
2026-05-27,11,154657,48513
2026-05-28,7,27336,35087
2026-05-29,12,299284,84815
2026-05-30,12,398097,49467
2026-05-31,9,146213,32212
2026-06-01,9,111116,60659
2026-06-02,15,237631,40096
2026-06-03,5,34027,19993
2026-06-04,13,57046,62779
2026-06-05,9,145466,71233
2026-06-06,14,239801,55398
2026-06-07,10,33392,104400
2026-06-08,12,239357,31975
2026-06-09,12,149119,119620
2026-06-10,15,174165,99153
2026-06-11,11,224460,58218
2026-06-12,8,89697,21464
2026-06-13,12,221731,130420
2026-06-14,9,185738,44335
2026-06-15,6,10207,14747
2026-06-16,10,33084,55825
2026-06-17,7,33654,59781
2026-06-18,11,325057,120889
2026-06-19,10,183079,15819
2026-06-20,11,80184,70147
2026-06-21,11,89232,20878
2026-06-22,9,95638,89632
2026-06-23,14,198682,72957
2026-06-24,9,99413,40672
2026-06-25,11,124195,50907
2026-06-26,12,380381,40221
2026-06-27,13,106541,60803
2026-06-28,9,59955,88484
2026-06-29,11,118966,33524
2026-06-30,13,136965,15801
2026-07-01,12,216845,50485
2026-07-02,10,147930,19696
2026-07-03,10,180727,79049
2026-07-04,8,151279,45617
2026-07-05,14,217610,45469
2026-07-06,7,192582,39147
2026-07-07,10,45913,58358
2026-07-08,5,63716,23334
2026-07-09,11,47107,88853
2026-07-10,9,168758,158421
2026-07-11,9,47859,61329
2026-07-12,8,48830,45239
2026-07-13,14,401312,64668
2026-07-14,12,347679,17417
2026-07-15,8,4809,65024
2026-07-16,10,209464,57345
2026-07-17,7,23238,28610
2026-07-18,5,36832,26107
2026-07-19,11,91960,26983
2026-07-20,15,210808,65795
2026-07-21,7,30006,26942
2026-07-22,13,139613,41835
2026-07-23,5,10719,14103
2026-07-24,10,108391,29277
2026-07-25,8,66244,24163
2026-07-26,11,63264,116473
2026-07-27,10,180967,93938
2026-07-28,8,136698,24784
2026-07-29,9,12343,41876
2026-07-30,10,368628,20855
2026-07-31,7,145778,37350
2026-08-01,6,24320,26638
2026-08-02,14,202992,49669
2026-08-03,7,242084,14736
2026-08-04,11,139839,55005
2026-08-05,9,75409,105608
2026-08-06,9,9070,38547
2026-08-07,8,137661,23238
2026-08-08,12,277815,58447
2026-08-09,12,295152,78327
2026-08-10,9,11935,55524
2026-08-11,9,123213,20938
2026-08-12,11,75635,95444
2026-08-13,8,141306,27940
2026-08-14,13,255059,74958
2026-08-15,7,88029,17770
2026-08-16,13,219468,91908
2026-08-17,10,98795,42675
2026-08-18,7,104959,28348
2026-08-19,9,129699,57842
2026-08-20,12,199628,69694
2026-08-21,9,140518,55574
2026-08-22,10,226956,35485
2026-08-23,7,240531,31918
2026-08-24,11,199222,57914
2026-08-25,11,267712,82476
2026-08-26,8,63531,102601
2026-08-27,11,266934,93777
2026-08-28,11,85829,91871
