Date,Global_LSCI,LSCI_lag7,LSCI_lag14,LSCI_lag28,LSCI_rolling14,IIP_Value,IIP_lag7,IIP_lag14,IIP_lag28,IIP_rolling14
2020-03-10,-1.3154240253357752,-1.30959816084492,-1.3036859424981282,-1.292266687044601,-1.3113936910839683,-1.2769584641846532,-1.2754047391509222,-0.2688534852576759,-0.2639313732942566,-1.0079575139577666
2020-03-11,-1.3154240253357752,-1.30959816084492,-1.3036859424981282,-1.292266687044601,-1.3113936910839683,-1.2769584641846532,-1.2754047391509222,-0.2688534852576759,-0.2639313732942566,-1.0810734293515545
2020-03-12,-1.3154240253357752,-1.30959816084492,-1.3036859424981282,-1.292266687044601,-1.3113936910839683,-1.2769584641846532,-1.2754047391509222,-0.2688534852576759,-0.2639313732942566,-1.154189344745343
2020-03-13,-1.3154240253357752,-1.30959816084492,-1.3036859424981282,-1.292266687044601,-1.3113936910839683,-1.2769584641846532,-1.2754047391509222,-0.2688534852576759,-0.2639313732942566,-1.22730526013913
2020-03-14,-1.3154240253357752,-1.30959816084492,-1.3036859424981282,-1.292266687044601,-1.3113936910839683,-1.2769584641846532,-1.2754047391509222,-0.2688534852576759,-0.2639313732942566,-1.3004211755329185
2020-03-15,-1.3154240253357752,-1.30959816084492,-1.3036859424981282,-1.292266687044601,-1.3113936910839683,-1.2769584641846532,-1.2754047391509222,-1.2738229130539018,-0.2639313732942566,-1.3004211755329185
2020-03-16,-1.3154240253357752,-1.30959816084492,-1.3036859424981282,-1.292266687044601,-1.3113936910839683,-1.2769584641846532,-1.2754047391509222,-1.2738229130539018,-0.2639313732942566,-1.3004211755329185
2020-03-17,-1.3154240253357752,-1.30959816084492,-1.3036859424981282,-1.292266687044601,-1.3113936910839683,-1.2769584641846532,-1.2754047391509222,-1.2738229130539018,-0.2639313732942566,-1.3004211755329185
2020-03-18,-1.3154240253357752,-1.30959816084492,-1.3036859424981282,-1.292266687044601,-1.3113936910839683,-1.2769584641846532,-1.2754047391509222,-1.2738229130539018,-0.2639313732942566,-1.3004211755329185
2020-03-19,-1.3154240253357752,-1.30959816084492,-1.3036859424981282,-1.292266687044601,-1.3113936910839683,-1.2769584641846532,-1.2754047391509222,-1.2738229130539018,-0.2639313732942566,-1.3004211755329185
2020-03-20,-1.3154240253357752,-1.30959816084492,-1.3036859424981282,-1.292266687044601,-1.3113936910839683,-1.2769584641846532,-1.2754047391509222,-1.2738229130539018,-0.2639313732942566,-1.3004211755329185
2020-03-21,-1.3154240253357752,-1.30959816084492,-1.3036859424981282,-1.292266687044601,-1.3113936910839683,-1.2769584641846532,-1.2754047391509222,-1.2738229130539018,-0.2639313732942566,-1.3004211755329185
2020-03-22,-1.3154240253357752,-1.30959816084492,-1.3036859424981282,-1.292266687044601,-1.3113936910839683,-1.2769584641846532,-1.2754047391509222,-1.2738229130539018,-0.2639313732942566,-1.3004211755329185
2020-03-23,-1.3154240253357752,-1.30959816084492,-1.3036859424981282,-1.292266687044601,-1.3113936910839683,-1.2769584641846532,-1.2754047391509222,-1.2738229130539018,-0.2639313732942566,-1.3004211755329185
2020-03-24,-1.3154240253357752,-1.30959816084492,-1.3036859424981282,-1.292266687044601,-1.3113936910839683,-1.2769584641846532,-1.2754047391509222,-1.2738229130539018,-0.2639313732942566,-1.3004211755329185
2020-03-25,-1.3154240253357752,-1.30959816084492,-1.3036859424981282,-1.292266687044601,-1.3113936910839683,-1.2769584641846532,-1.2754047391509222,-1.2738229130539018,-0.2639313732942566,-1.3004211755329185
2020-03-26,-1.3154240253357752,-1.30959816084492,-1.3036859424981282,-1.292266687044601,-1.3113936910839683,-1.2769584641846532,-1.2754047391509222,-1.2738229130539018,-0.2639313732942566,-1.3004211755329185
2020-03-27,-1.3154240253357752,-1.30959816084492,-1.3036859424981282,-1.292266687044601,-1.3113936910839683,-1.2769584641846532,-1.2754047391509222,-1.2738229130539018,-0.2639313732942566,-1.3004211755329185
2020-03-28,-1.3154240253357752,-1.30959816084492,-1.3036859424981282,-1.292266687044601,-1.3113936910839683,-1.2769584641846532,-1.2754047391509222,-1.2738229130539018,-0.2639313732942566,-1.3004211755329185
2020-03-29,-1.3154240253357752,-1.30959816084492,-1.3036859424981282,-1.292266687044601,-1.3113936910839683,-1.2769584641846532,-1.2754047391509222,-1.2738229130539018,-1.2706816516336898,-1.3004211755329185
2020-03-30,-1.3154240253357752,-1.30959816084492,-1.3036859424981282,-1.292266687044601,-1.3113936910839683,-1.2769584641846532,-1.2754047391509222,-1.2738229130539018,-1.2706816516336898,-1.3004211755329185
2020-03-31,-1.3154240253357752,-1.30959816084492,-1.3036859424981282,-1.292266687044601,-1.3113936910839683,-1.2769584641846532,-1.2754047391509222,-1.2738229130539018,-1.2706816516336898,-1.3004211755329185
2020-04-01,-1.3154240253357752,-1.30959816084492,-1.3036859424981282,-1.292266687044601,-1.3113936910839683,-5.005933493916031,-1.2754047391509222,-1.2738229130539018,-1.2706816516336898,-1.572240343349825
